,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,family_size,ischild,male,Second,Third
783,0,3,male,33.17312348668281,1,2,23.45,S,Third,man,True,,Southampton,no,False,4,0,1,0,1
413,0,2,male,33.17312348668281,0,0,0.0,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
125,1,3,male,12.0,1,0,11.2417,C,Third,child,False,,Cherbourg,yes,False,2,1,1,0,1
689,1,1,female,15.0,0,1,211.3375,S,First,child,False,B,Southampton,yes,False,2,1,0,0,0
149,0,2,male,42.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
316,1,2,female,24.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,2,0,0,1,0
690,1,1,male,31.0,1,0,57.0,S,First,man,True,B,Southampton,yes,False,2,0,1,0,0
219,0,2,male,30.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
533,1,3,female,32.0,0,2,22.3583,C,Third,woman,False,,Cherbourg,yes,False,3,0,0,0,1
384,0,3,male,33.17312348668281,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
674,0,2,male,33.17312348668281,0,0,0.0,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
597,0,3,male,49.0,0,0,0.0,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
385,0,2,male,18.0,0,0,73.5,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
542,0,3,female,11.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,7,1,0,0,1
361,0,2,male,29.0,1,0,27.7208,C,Second,man,True,,Cherbourg,no,False,2,0,1,1,0
561,0,3,male,40.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
412,1,1,female,33.0,1,0,90.0,Q,First,woman,False,C,Queenstown,yes,False,2,0,0,0,0
171,0,3,male,4.0,4,1,29.125,Q,Third,child,False,,Queenstown,no,False,6,1,1,0,1
830,1,3,female,15.0,1,0,14.4542,C,Third,child,False,,Cherbourg,yes,False,2,1,0,0,1
633,0,1,male,33.17312348668281,0,0,0.0,S,First,man,True,,Southampton,no,True,1,0,1,0,0
628,0,3,male,26.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
848,0,2,male,28.0,0,1,33.0,S,Second,man,True,,Southampton,no,False,2,0,1,1,0
832,0,3,male,33.17312348668281,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,1,0,1,0,1
801,1,2,female,31.0,1,1,26.25,S,Second,woman,False,,Southampton,yes,False,3,0,0,1,0
329,1,1,female,16.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,2,0,0,0,0
10,1,3,female,4.0,1,1,16.7,S,Third,child,False,G,Southampton,yes,False,3,1,0,0,1
874,1,2,female,28.0,1,0,24.0,C,Second,woman,False,,Cherbourg,yes,False,2,0,0,1,0
532,0,3,male,17.0,1,1,7.2292,C,Third,man,True,,Cherbourg,no,False,3,0,1,0,1
311,1,1,female,18.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,5,0,0,0,0
756,0,3,male,28.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
535,1,2,female,7.0,0,2,26.25,S,Second,child,False,,Southampton,yes,False,3,1,0,1,0
17,1,2,male,33.17312348668281,0,0,13.0,S,Second,man,True,,Southampton,yes,True,1,0,1,1,0
398,0,2,male,23.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
833,0,3,male,23.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
94,0,3,male,59.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
686,0,3,male,14.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False,6,1,1,0,1
279,1,3,female,35.0,1,1,20.25,S,Third,woman,False,,Southampton,yes,False,3,0,0,0,1
212,0,3,male,22.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
144,0,2,male,18.0,0,0,11.5,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
220,1,3,male,16.0,0,0,8.05,S,Third,man,True,,Southampton,yes,True,1,0,1,0,1
399,1,2,female,28.0,0,0,12.65,S,Second,woman,False,,Southampton,yes,True,1,0,0,1,0
515,0,1,male,47.0,0,0,34.0208,S,First,man,True,D,Southampton,no,True,1,0,1,0,0
60,0,3,male,22.0,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,1,0,1,0,1
0,0,3,male,22.0,1,0,7.25,S,Third,man,True,,Southampton,no,False,2,0,1,0,1
252,0,1,male,62.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,1,0,1,0,0
242,0,2,male,29.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
733,0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
626,0,2,male,57.0,0,0,12.35,Q,Second,man,True,,Queenstown,no,True,1,0,1,1,0
665,0,2,male,32.0,2,0,73.5,S,Second,man,True,,Southampton,no,False,3,0,1,1,0
659,0,1,male,58.0,0,2,113.275,C,First,man,True,D,Cherbourg,no,False,3,0,1,0,0
411,0,3,male,33.17312348668281,0,0,6.8583,Q,Third,man,True,,Queenstown,no,True,1,0,1,0,1
41,0,2,female,27.0,1,0,21.0,S,Second,woman,False,,Southampton,no,False,2,0,0,1,0
78,1,2,male,0.83,0,2,29.0,S,Second,child,False,,Southampton,yes,False,3,1,1,1,0
262,0,1,male,52.0,1,1,79.65,S,First,man,True,E,Southampton,no,False,3,0,1,0,0
429,1,3,male,32.0,0,0,8.05,S,Third,man,True,E,Southampton,yes,True,1,0,1,0,1
539,1,1,female,22.0,0,2,49.5,C,First,woman,False,B,Cherbourg,yes,False,3,0,0,0,0
93,0,3,male,26.0,1,2,20.575,S,Third,man,True,,Southampton,no,False,4,0,1,0,1
213,0,2,male,30.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
451,0,3,male,33.17312348668281,1,0,19.9667,S,Third,man,True,,Southampton,no,False,2,0,1,0,1
794,0,3,male,25.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
377,0,1,male,27.0,0,2,211.5,C,First,man,True,C,Cherbourg,no,False,3,0,1,0,0
397,0,2,male,46.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
148,0,2,male,36.5,0,2,26.0,S,Second,man,True,F,Southampton,no,False,3,0,1,1,0
244,0,3,male,30.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,1,0,1,0,1
38,0,3,female,18.0,2,0,18.0,S,Third,woman,False,,Southampton,no,False,3,0,0,0,1
538,0,3,male,33.17312348668281,0,0,14.5,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
582,0,2,male,54.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
393,1,1,female,23.0,1,0,113.275,C,First,woman,False,D,Cherbourg,yes,False,2,0,0,0,0
512,1,1,male,36.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,1,0,1,0,0
510,1,3,male,29.0,0,0,7.75,Q,Third,man,True,,Queenstown,yes,True,1,0,1,0,1
758,0,3,male,34.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
222,0,3,male,51.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
562,0,2,male,28.0,0,0,13.5,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
759,1,1,female,33.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,1,0,0,0,0
605,0,3,male,36.0,1,0,15.55,S,Third,man,True,,Southampton,no,False,2,0,1,0,1
174,0,1,male,56.0,0,0,30.6958,C,First,man,True,A,Cherbourg,no,True,1,0,1,0,0
704,0,3,male,26.0,1,0,7.8542,S,Third,man,True,,Southampton,no,False,2,0,1,0,1
21,1,2,male,34.0,0,0,13.0,S,Second,man,True,D,Southampton,yes,True,1,0,1,1,0
331,0,1,male,45.5,0,0,28.5,S,First,man,True,C,Southampton,no,True,1,0,1,0,0
19,1,3,female,32.0,0,0,7.225,C,Third,woman,False,,Cherbourg,yes,True,1,0,0,0,1
183,1,2,male,1.0,2,1,39.0,S,Second,child,False,F,Southampton,yes,False,4,1,1,1,0
327,1,2,female,36.0,0,0,13.0,S,Second,woman,False,D,Southampton,yes,True,1,0,0,1,0
369,1,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,1,0,0,0,0
292,0,2,male,36.0,0,0,12.875,C,Second,man,True,D,Cherbourg,no,True,1,0,1,1,0
57,0,3,male,28.5,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,1,0,1,0,1
58,1,2,female,5.0,1,2,27.75,S,Second,child,False,,Southampton,yes,False,4,1,0,1,0
762,1,3,male,20.0,0,0,7.2292,C,Third,man,True,,Cherbourg,yes,True,1,0,1,0,1
541,0,3,female,9.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,7,1,0,0,1
584,0,3,male,33.17312348668281,0,0,8.7125,C,Third,man,True,,Cherbourg,no,True,1,0,1,0,1
55,1,1,male,33.17312348668281,0,0,35.5,S,First,man,True,C,Southampton,yes,True,1,0,1,0,0
69,0,3,male,26.0,2,0,8.6625,S,Third,man,True,,Southampton,no,False,3,0,1,0,1
70,0,2,male,32.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
778,0,3,male,33.17312348668281,0,0,7.7375,Q,Third,man,True,,Queenstown,no,True,1,0,1,0,1
480,0,3,male,9.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,8,1,1,0,1
456,0,1,male,65.0,0,0,26.55,S,First,man,True,E,Southampton,no,True,1,0,1,0,0
742,1,1,female,21.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,5,0,0,0,0
462,0,1,male,47.0,0,0,38.5,S,First,man,True,E,Southampton,no,True,1,0,1,0,0
825,0,3,male,33.17312348668281,0,0,6.95,Q,Third,man,True,,Queenstown,no,True,1,0,1,0,1
64,0,1,male,33.17312348668281,0,0,27.7208,C,First,man,True,,Cherbourg,no,True,1,0,1,0,0
257,1,1,female,30.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,1,0,0,0,0
314,0,2,male,43.0,1,1,26.25,S,Second,man,True,,Southampton,no,False,3,0,1,1,0
507,1,1,male,33.17312348668281,0,0,26.55,S,First,man,True,,Southampton,yes,True,1,0,1,0,0
167,0,3,female,45.0,1,4,27.9,S,Third,woman,False,,Southampton,no,False,6,0,0,0,1
168,0,1,male,33.17312348668281,0,0,25.925,S,First,man,True,,Southampton,no,True,1,0,1,0,0
24,0,3,female,8.0,3,1,21.075,S,Third,child,False,,Southampton,no,False,5,1,0,0,1
45,0,3,male,33.17312348668281,0,0,8.05,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
479,1,3,female,2.0,0,1,12.2875,S,Third,child,False,,Southampton,yes,False,2,1,0,0,1
180,0,3,female,32.0,8,2,69.55,S,Third,woman,False,,Southampton,no,False,11,0,0,0,1
107,1,3,male,33.17312348668281,0,0,7.775,S,Third,man,True,,Southampton,yes,True,1,0,1,0,1
779,1,1,female,43.0,0,1,211.3375,S,First,woman,False,B,Southampton,yes,False,2,0,0,0,0
274,1,3,female,32.0,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,1,0,0,0,1
508,0,3,male,28.0,0,0,22.525,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
603,0,3,male,44.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
607,1,1,male,27.0,0,0,30.5,S,First,man,True,,Southampton,yes,True,1,0,1,0,0
864,0,2,male,24.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
318,1,1,female,31.0,0,2,164.8667,S,First,woman,False,C,Southampton,yes,False,3,0,0,0,0
769,0,3,male,32.0,0,0,8.3625,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
876,0,3,male,20.0,0,0,9.8458,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
256,1,1,female,32.0,0,0,79.2,C,First,woman,False,,Cherbourg,yes,True,1,0,0,0,0
435,1,1,female,14.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,4,1,0,0,0
745,0,1,male,70.0,1,1,71.0,S,First,man,True,B,Southampton,no,False,3,0,1,0,0
62,0,1,male,45.0,1,0,83.475,S,First,man,True,C,Southampton,no,False,2,0,1,0,0
432,1,2,female,42.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,2,0,0,1,0
378,0,3,male,20.0,0,0,4.0125,C,Third,man,True,,Cherbourg,no,True,1,0,1,0,1
141,1,3,female,22.0,0,0,7.75,S,Third,woman,False,,Southampton,yes,True,1,0,0,0,1
187,1,1,male,45.0,0,0,26.55,S,First,man,True,,Southampton,yes,True,1,0,1,0,0
407,1,2,male,3.0,1,1,18.75,S,Second,child,False,,Southampton,yes,False,3,1,1,1,0
207,1,3,male,26.0,0,0,18.7875,C,Third,man,True,,Cherbourg,yes,True,1,0,1,0,1
258,1,1,female,35.0,0,0,512.3292,C,First,woman,False,,Cherbourg,yes,True,1,0,0,0,0
319,1,1,female,40.0,1,1,134.5,C,First,woman,False,E,Cherbourg,yes,False,3,0,0,0,0
678,0,3,female,43.0,1,6,46.9,S,Third,woman,False,,Southampton,no,False,8,0,0,0,1
76,0,3,male,33.17312348668281,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
493,0,1,male,71.0,0,0,49.5042,C,First,man,True,,Cherbourg,no,True,1,0,1,0,0
206,0,3,male,32.0,1,0,15.85,S,Third,man,True,,Southampton,no,False,2,0,1,0,1
613,0,3,male,33.17312348668281,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,1,0,1,0,1
165,1,3,male,9.0,0,2,20.525,S,Third,child,False,,Southampton,yes,False,3,1,1,0,1
373,0,1,male,22.0,0,0,135.6333,C,First,man,True,,Cherbourg,no,True,1,0,1,0,0
654,0,3,female,18.0,0,0,6.75,Q,Third,woman,False,,Queenstown,no,True,1,0,0,0,1
845,0,3,male,42.0,0,0,7.55,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
484,1,1,male,25.0,1,0,91.0792,C,First,man,True,B,Cherbourg,yes,False,2,0,1,0,0
796,1,1,female,49.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,1,0,0,0,0
50,0,3,male,7.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False,6,1,1,0,1
162,0,3,male,26.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
294,0,3,male,24.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
297,0,1,female,2.0,1,2,151.55,S,First,child,False,C,Southampton,no,False,4,1,0,0,0
555,0,1,male,62.0,0,0,26.55,S,First,man,True,,Southampton,no,True,1,0,1,0,0
815,0,1,male,33.17312348668281,0,0,0.0,S,First,man,True,B,Southampton,no,True,1,0,1,0,0
780,1,3,female,13.0,0,0,7.2292,C,Third,child,False,,Cherbourg,yes,True,1,1,0,0,1
513,1,1,female,54.0,1,0,59.4,C,First,woman,False,,Cherbourg,yes,False,2,0,0,0,0
366,1,1,female,60.0,1,0,75.25,C,First,woman,False,D,Cherbourg,yes,False,2,0,0,0,0
514,0,3,male,24.0,0,0,7.4958,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
37,0,3,male,21.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
683,0,3,male,14.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,8,1,1,0,1
487,0,1,male,58.0,0,0,29.7,C,First,man,True,B,Cherbourg,no,True,1,0,1,0,0
112,0,3,male,22.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
438,0,1,male,64.0,1,4,263.0,S,First,man,True,C,Southampton,no,False,6,0,1,0,0
822,0,1,male,38.0,0,0,0.0,S,First,man,True,,Southampton,no,True,1,0,1,0,0
722,0,2,male,34.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
67,0,3,male,19.0,0,0,8.1583,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
644,1,3,female,0.75,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,4,1,0,0,1
671,0,1,male,31.0,1,0,52.0,S,First,man,True,B,Southampton,no,False,2,0,1,0,0
77,0,3,male,33.17312348668281,0,0,8.05,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
444,1,3,male,33.17312348668281,0,0,8.1125,S,Third,man,True,,Southampton,yes,True,1,0,1,0,1
663,0,3,male,36.0,0,0,7.4958,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
32,1,3,female,32.0,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,1,0,0,0,1
537,1,1,female,30.0,0,0,106.425,C,First,woman,False,,Cherbourg,yes,True,1,0,0,0,0
565,0,3,male,24.0,2,0,24.15,S,Third,man,True,,Southampton,no,False,3,0,1,0,1
701,1,1,male,35.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,1,0,1,0,0
824,0,3,male,2.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False,6,1,1,0,1
119,0,3,female,2.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,7,1,0,0,1
697,1,3,female,32.0,0,0,7.7333,Q,Third,woman,False,,Queenstown,yes,True,1,0,0,0,1
646,0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
123,1,2,female,32.5,0,0,13.0,S,Second,woman,False,E,Southampton,yes,True,1,0,0,1,0
437,1,2,female,24.0,2,3,18.75,S,Second,woman,False,,Southampton,yes,False,6,0,0,1,0
887,1,1,female,19.0,0,0,30.0,S,First,woman,False,B,Southampton,yes,True,1,0,0,0,0
749,0,3,male,31.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,1,0,1,0,1
239,0,2,male,33.0,0,0,12.275,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
717,1,2,female,27.0,0,0,10.5,S,Second,woman,False,E,Southampton,yes,True,1,0,0,1,0
753,0,3,male,23.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
61,1,1,female,38.0,0,0,80.0,,First,woman,False,B,,yes,True,1,0,0,0,0
391,1,3,male,21.0,0,0,7.7958,S,Third,man,True,,Southampton,yes,True,1,0,1,0,1
6,0,1,male,54.0,0,0,51.8625,S,First,man,True,E,Southampton,no,True,1,0,1,0,0
814,0,3,male,30.5,0,0,8.05,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
797,1,3,female,31.0,0,0,8.6833,S,Third,woman,False,,Southampton,yes,True,1,0,0,0,1
488,0,3,male,30.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
223,0,3,male,33.17312348668281,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
754,1,2,female,48.0,1,2,65.0,S,Second,woman,False,,Southampton,yes,False,4,0,0,1,0
534,0,3,female,30.0,0,0,8.6625,S,Third,woman,False,,Southampton,no,True,1,0,0,0,1
232,0,2,male,59.0,0,0,13.5,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
826,0,3,male,33.17312348668281,0,0,56.4958,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
315,1,3,female,26.0,0,0,7.8542,S,Third,woman,False,,Southampton,yes,True,1,0,0,0,1
118,0,1,male,24.0,0,1,247.5208,C,First,man,True,B,Cherbourg,no,False,2,0,1,0,0
618,1,2,female,4.0,2,1,39.0,S,Second,child,False,F,Southampton,yes,False,4,1,0,1,0
86,0,3,male,16.0,1,3,34.375,S,Third,man,True,,Southampton,no,False,5,0,1,0,1
197,0,3,male,42.0,0,1,8.4042,S,Third,man,True,,Southampton,no,False,2,0,1,0,1
645,1,1,male,48.0,1,0,76.7292,C,First,man,True,D,Cherbourg,yes,False,2,0,1,0,0
871,1,1,female,47.0,1,1,52.5542,S,First,woman,False,D,Southampton,yes,False,3,0,0,0,0
768,0,3,male,33.17312348668281,1,0,24.15,Q,Third,man,True,,Queenstown,no,False,2,0,1,0,1
884,0,3,male,25.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
301,1,3,male,33.17312348668281,2,0,23.25,Q,Third,man,True,,Queenstown,yes,False,3,0,1,0,1
466,0,2,male,33.17312348668281,0,0,0.0,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
486,1,1,female,35.0,1,0,90.0,S,First,woman,False,C,Southampton,yes,False,2,0,0,0,0
509,1,3,male,26.0,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,1,0,1,0,1
382,0,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
585,1,1,female,18.0,0,2,79.65,S,First,woman,False,E,Southampton,yes,False,3,0,0,0,0
200,0,3,male,28.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
572,1,1,male,36.0,0,0,26.3875,S,First,man,True,E,Southampton,yes,True,1,0,1,0,0
570,1,2,male,62.0,0,0,10.5,S,Second,man,True,,Southampton,yes,True,1,0,1,1,0
468,0,3,male,33.17312348668281,0,0,7.725,Q,Third,man,True,,Queenstown,no,True,1,0,1,0,1
88,1,1,female,23.0,3,2,263.0,S,First,woman,False,C,Southampton,yes,False,6,0,0,0,0
36,1,3,male,33.17312348668281,0,0,7.2292,C,Third,man,True,,Cherbourg,yes,True,1,0,1,0,1
530,1,2,female,2.0,1,1,26.0,S,Second,child,False,,Southampton,yes,False,3,1,0,1,0
365,0,3,male,30.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
651,1,2,female,18.0,0,1,23.0,S,Second,woman,False,,Southampton,yes,False,2,0,0,1,0
862,1,1,female,48.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,1,0,0,0,0
782,0,1,male,29.0,0,0,30.0,S,First,man,True,D,Southampton,no,True,1,0,1,0,0
255,1,3,female,29.0,0,2,15.2458,C,Third,woman,False,,Cherbourg,yes,False,3,0,0,0,1
602,0,1,male,33.17312348668281,0,0,42.4,S,First,man,True,,Southampton,no,True,1,0,1,0,0
447,1,1,male,34.0,0,0,26.55,S,First,man,True,,Southampton,yes,True,1,0,1,0,0
810,0,3,male,26.0,0,0,7.8875,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
161,1,2,female,40.0,0,0,15.75,S,Second,woman,False,,Southampton,yes,True,1,0,0,1,0
182,0,3,male,9.0,4,2,31.3875,S,Third,child,False,,Southampton,no,False,7,1,1,0,1
448,1,3,female,5.0,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,4,1,0,0,1
811,0,3,male,39.0,0,0,24.15,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
75,0,3,male,25.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,1,0,1,0,1
788,1,3,male,1.0,1,2,20.575,S,Third,child,False,,Southampton,yes,False,4,1,1,0,1
879,1,1,female,56.0,0,1,83.1583,C,First,woman,False,C,Cherbourg,yes,False,2,0,0,0,0
389,1,2,female,17.0,0,0,12.0,C,Second,woman,False,,Cherbourg,yes,True,1,0,0,1,0
453,1,1,male,49.0,1,0,89.1042,C,First,man,True,C,Cherbourg,yes,False,2,0,1,0,0
79,1,3,female,30.0,0,0,12.475,S,Third,woman,False,,Southampton,yes,True,1,0,0,0,1
757,0,2,male,18.0,0,0,11.5,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
295,0,1,male,33.17312348668281,0,0,27.7208,C,First,man,True,,Cherbourg,no,True,1,0,1,0,0
169,0,3,male,28.0,0,0,56.4958,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
861,0,2,male,21.0,1,0,11.5,S,Second,man,True,,Southampton,no,False,2,0,1,1,0
259,1,2,female,50.0,0,1,26.0,S,Second,woman,False,,Southampton,yes,False,2,0,0,1,0
548,0,3,male,33.0,1,1,20.525,S,Third,man,True,,Southampton,no,False,3,0,1,0,1
426,1,2,female,28.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,2,0,0,1,0
727,1,3,female,32.0,0,0,7.7375,Q,Third,woman,False,,Queenstown,yes,True,1,0,0,0,1
