,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,family_size,ischild,male,Second,Third
784,0,3,male,25.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
829,1,1,female,62.0,0,0,80.0,,First,woman,False,B,,yes,True,1,0,0,0,0
667,0,3,male,33.17312348668281,0,0,7.775,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
251,0,3,female,29.0,1,1,10.4625,S,Third,woman,False,G,Southampton,no,False,3,0,0,0,1
875,1,3,female,15.0,0,0,7.225,C,Third,child,False,,Cherbourg,yes,True,1,1,0,0,1
706,1,2,female,45.0,0,0,13.5,S,Second,woman,False,,Southampton,yes,True,1,0,0,1,0
185,0,1,male,33.17312348668281,0,0,50.0,S,First,man,True,A,Southampton,no,True,1,0,1,0,0
474,0,3,female,22.0,0,0,9.8375,S,Third,woman,False,,Southampton,no,True,1,0,0,0,1
890,0,3,male,32.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,1,0,1,0,1
158,0,3,male,33.17312348668281,0,0,8.6625,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
608,1,2,female,22.0,1,2,41.5792,C,Second,woman,False,,Cherbourg,yes,False,4,0,0,1,0
503,0,3,female,37.0,0,0,9.5875,S,Third,woman,False,,Southampton,no,True,1,0,0,0,1
443,1,2,female,28.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,1,0,0,1,0
304,0,3,male,33.17312348668281,0,0,8.05,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
33,0,2,male,66.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
699,0,3,male,42.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,1,0,1,0,1
516,1,2,female,34.0,0,0,10.5,S,Second,woman,False,F,Southampton,yes,True,1,0,0,1,0
267,1,3,male,25.0,1,0,7.775,S,Third,man,True,,Southampton,yes,False,2,0,1,0,1
455,1,3,male,29.0,0,0,7.8958,C,Third,man,True,,Cherbourg,yes,True,1,0,1,0,1
594,0,2,male,37.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,2,0,1,1,0
333,0,3,male,16.0,2,0,18.0,S,Third,man,True,,Southampton,no,False,3,0,1,0,1
872,0,1,male,33.0,0,0,5.0,S,First,man,True,B,Southampton,no,True,1,0,1,0,0
151,1,1,female,22.0,1,0,66.6,S,First,woman,False,C,Southampton,yes,False,2,0,0,0,0
356,1,1,female,22.0,0,1,55.0,S,First,woman,False,E,Southampton,yes,False,2,0,0,0,0
130,0,3,male,33.0,0,0,7.8958,C,Third,man,True,,Cherbourg,no,True,1,0,1,0,1
774,1,2,female,54.0,1,3,23.0,S,Second,woman,False,,Southampton,yes,False,5,0,0,1,0
215,1,1,female,31.0,1,0,113.275,C,First,woman,False,D,Cherbourg,yes,False,2,0,0,0,0
867,0,1,male,31.0,0,0,50.4958,S,First,man,True,A,Southampton,no,True,1,0,1,0,0
612,1,3,female,32.0,1,0,15.5,Q,Third,woman,False,,Queenstown,yes,False,2,0,0,0,1
278,0,3,male,7.0,4,1,29.125,Q,Third,child,False,,Queenstown,no,False,6,1,1,0,1
202,0,3,male,34.0,0,0,6.4958,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
87,0,3,male,33.17312348668281,0,0,8.05,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
881,0,3,male,33.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
551,0,2,male,27.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
309,1,1,female,30.0,0,0,56.9292,C,First,woman,False,E,Cherbourg,yes,True,1,0,0,0,0
434,0,1,male,50.0,1,0,55.9,S,First,man,True,E,Southampton,no,False,2,0,1,0,0
95,0,3,male,33.17312348668281,0,0,8.05,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
224,1,1,male,38.0,1,0,90.0,S,First,man,True,C,Southampton,yes,False,2,0,1,0,0
263,0,1,male,40.0,0,0,0.0,S,First,man,True,B,Southampton,no,True,1,0,1,0,0
567,0,3,female,29.0,0,4,21.075,S,Third,woman,False,,Southampton,no,False,5,0,0,0,1
564,0,3,female,32.0,0,0,8.05,S,Third,woman,False,,Southampton,no,True,1,0,0,0,1
408,0,3,male,21.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
286,1,3,male,30.0,0,0,9.5,S,Third,man,True,,Southampton,yes,True,1,0,1,0,1
790,0,3,male,33.17312348668281,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,1,0,1,0,1
501,0,3,female,21.0,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True,1,0,0,0,1
44,1,3,female,19.0,0,0,7.8792,Q,Third,woman,False,,Queenstown,yes,True,1,0,0,0,1
688,0,3,male,18.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
54,0,1,male,65.0,0,1,61.9792,C,First,man,True,B,Cherbourg,no,False,2,0,1,0,0
746,0,3,male,16.0,1,1,20.25,S,Third,man,True,,Southampton,no,False,3,0,1,0,1
253,0,3,male,30.0,1,0,16.1,S,Third,man,True,,Southampton,no,False,2,0,1,0,1
307,1,1,female,17.0,1,0,108.9,C,First,woman,False,C,Cherbourg,yes,False,2,0,0,0,0
364,0,3,male,33.17312348668281,1,0,15.5,Q,Third,man,True,,Queenstown,no,False,2,0,1,0,1
336,0,1,male,29.0,1,0,66.6,S,First,man,True,C,Southampton,no,False,2,0,1,0,0
636,0,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
571,1,1,female,53.0,2,0,51.4792,S,First,woman,False,C,Southampton,yes,False,3,0,0,0,0
441,0,3,male,20.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
71,0,3,female,16.0,5,2,46.9,S,Third,woman,False,,Southampton,no,False,8,0,0,0,1
660,1,1,male,50.0,2,0,133.65,S,First,man,True,,Southampton,yes,False,3,0,1,0,0
280,0,3,male,65.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,1,0,1,0,1
581,1,1,female,39.0,1,1,110.8833,C,First,woman,False,C,Cherbourg,yes,False,3,0,0,0,0
254,0,3,female,41.0,0,2,20.2125,S,Third,woman,False,,Southampton,no,False,3,0,0,0,1
724,1,1,male,27.0,1,0,53.1,S,First,man,True,E,Southampton,yes,False,2,0,1,0,0
634,0,3,female,9.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,6,1,0,0,1
543,1,2,male,32.0,1,0,26.0,S,Second,man,True,,Southampton,yes,False,2,0,1,1,0
176,0,3,male,33.17312348668281,3,1,25.4667,S,Third,man,True,,Southampton,no,False,5,0,1,0,1
812,0,2,male,35.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
849,1,1,female,32.0,1,0,89.1042,C,First,woman,False,C,Cherbourg,yes,False,2,0,0,0,0
586,0,2,male,47.0,0,0,15.0,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
601,0,3,male,33.17312348668281,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
837,0,3,male,33.17312348668281,0,0,8.05,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
703,0,3,male,25.0,0,0,7.7417,Q,Third,man,True,,Queenstown,no,True,1,0,1,0,1
652,0,3,male,21.0,0,0,8.4333,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
506,1,2,female,33.0,0,2,26.0,S,Second,woman,False,,Southampton,yes,False,3,0,0,1,0
29,0,3,male,33.17312348668281,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
679,1,1,male,36.0,0,1,512.3292,C,First,man,True,B,Cherbourg,yes,False,2,0,1,0,0
404,0,3,female,20.0,0,0,8.6625,S,Third,woman,False,,Southampton,no,True,1,0,0,0,1
264,0,3,female,32.0,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True,1,0,0,0,1
284,0,1,male,33.17312348668281,0,0,26.0,S,First,man,True,A,Southampton,no,True,1,0,1,0,0
410,0,3,male,33.17312348668281,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
175,0,3,male,18.0,1,1,7.8542,S,Third,man,True,,Southampton,no,False,3,0,1,0,1
313,0,3,male,28.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
191,0,2,male,19.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
855,1,3,female,18.0,0,1,9.35,S,Third,woman,False,,Southampton,yes,False,2,0,0,0,1
375,1,1,female,32.0,1,0,82.1708,C,First,woman,False,,Cherbourg,yes,False,2,0,0,0,0
137,0,1,male,37.0,1,0,53.1,S,First,man,True,C,Southampton,no,False,2,0,1,0,0
152,0,3,male,55.5,0,0,8.05,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
500,0,3,male,17.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
752,0,3,male,33.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
821,1,3,male,27.0,0,0,8.6625,S,Third,man,True,,Southampton,yes,True,1,0,1,0,1
48,0,3,male,33.17312348668281,2,0,21.6792,C,Third,man,True,,Cherbourg,no,False,3,0,1,0,1
22,1,3,female,15.0,0,0,8.0292,Q,Third,child,False,,Queenstown,yes,True,1,1,0,0,1
476,0,2,male,34.0,1,0,21.0,S,Second,man,True,,Southampton,no,False,2,0,1,1,0
138,0,3,male,16.0,0,0,9.2167,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
658,0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
90,0,3,male,29.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
427,1,2,female,19.0,0,0,26.0,S,Second,woman,False,,Southampton,yes,True,1,0,0,1,0
210,0,3,male,24.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
417,1,2,female,18.0,0,2,13.0,S,Second,woman,False,,Southampton,yes,False,3,0,0,1,0
566,0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
250,0,3,male,33.17312348668281,0,0,7.25,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
730,1,1,female,29.0,0,0,211.3375,S,First,woman,False,B,Southampton,yes,True,1,0,0,0,0
46,0,3,male,33.17312348668281,1,0,15.5,Q,Third,man,True,,Queenstown,no,False,2,0,1,0,1
869,1,3,male,4.0,1,1,11.1333,S,Third,child,False,,Southampton,yes,False,3,1,1,0,1
813,0,3,female,6.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,7,1,0,0,1
838,1,3,male,32.0,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,1,0,1,0,1
8,1,3,female,27.0,0,2,11.1333,S,Third,woman,False,,Southampton,yes,False,3,0,0,0,1
800,0,2,male,34.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
320,0,3,male,22.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
237,1,2,female,8.0,0,2,26.25,S,Second,child,False,,Southampton,yes,False,3,1,0,1,0
657,0,3,female,32.0,1,1,15.5,Q,Third,woman,False,,Queenstown,no,False,3,0,0,0,1
166,1,1,female,32.0,0,1,55.0,S,First,woman,False,E,Southampton,yes,False,2,0,0,0,0
221,0,2,male,27.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
235,0,3,female,32.0,0,0,7.55,S,Third,woman,False,,Southampton,no,True,1,0,0,0,1
120,0,2,male,21.0,2,0,73.5,S,Second,man,True,,Southampton,no,False,3,0,1,1,0
809,1,1,female,33.0,1,0,53.1,S,First,woman,False,E,Southampton,yes,False,2,0,0,0,0
529,0,2,male,23.0,2,1,11.5,S,Second,man,True,,Southampton,no,False,4,0,1,1,0
544,0,1,male,50.0,1,0,106.425,C,First,man,True,C,Cherbourg,no,False,2,0,1,0,0
786,1,3,female,18.0,0,0,7.4958,S,Third,woman,False,,Southampton,yes,True,1,0,0,0,1
483,1,3,female,63.0,0,0,9.5875,S,Third,woman,False,,Southampton,yes,True,1,0,0,0,1
310,1,1,female,24.0,0,0,83.1583,C,First,woman,False,C,Cherbourg,yes,True,1,0,0,0,0
545,0,1,male,64.0,0,0,26.0,S,First,man,True,,Southampton,no,True,1,0,1,0,0
268,1,1,female,58.0,0,1,153.4625,S,First,woman,False,C,Southampton,yes,False,2,0,0,0,0
65,1,3,male,33.17312348668281,1,1,15.2458,C,Third,man,True,,Cherbourg,yes,False,3,0,1,0,1
56,1,2,female,21.0,0,0,10.5,S,Second,woman,False,,Southampton,yes,True,1,0,0,1,0
840,0,3,male,20.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
595,0,3,male,36.0,1,1,24.15,S,Third,man,True,,Southampton,no,False,3,0,1,0,1
367,1,3,female,32.0,0,0,7.2292,C,Third,woman,False,,Cherbourg,yes,True,1,0,0,0,1
205,0,3,female,2.0,0,1,10.4625,S,Third,child,False,G,Southampton,no,False,2,1,0,0,1
428,0,3,male,33.17312348668281,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,1,0,1,0,1
763,1,1,female,36.0,1,2,120.0,S,First,woman,False,B,Southampton,yes,False,4,0,0,0,0
143,0,3,male,19.0,0,0,6.75,Q,Third,man,True,,Queenstown,no,True,1,0,1,0,1
98,1,2,female,34.0,0,1,23.0,S,Second,woman,False,,Southampton,yes,False,2,0,0,1,0
140,0,3,female,32.0,0,2,15.2458,C,Third,woman,False,,Cherbourg,no,False,3,0,0,0,1
425,0,3,male,33.17312348668281,0,0,7.25,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
418,0,2,male,30.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
791,0,2,male,16.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
395,0,3,male,22.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
11,1,1,female,58.0,0,0,26.55,S,First,woman,False,C,Southampton,yes,True,1,0,0,0,0
111,0,3,female,14.5,1,0,14.4542,C,Third,child,False,,Cherbourg,no,False,2,1,0,0,1
91,0,3,male,20.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
359,1,3,female,32.0,0,0,7.8792,Q,Third,woman,False,,Queenstown,yes,True,1,0,0,0,1
668,0,3,male,43.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
82,1,3,female,32.0,0,0,7.7875,Q,Third,woman,False,,Queenstown,yes,True,1,0,0,0,1
648,0,3,male,33.17312348668281,0,0,7.55,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
40,0,3,female,40.0,1,0,9.475,S,Third,woman,False,,Southampton,no,False,2,0,0,0,1
326,0,3,male,61.0,0,0,6.2375,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
467,0,1,male,56.0,0,0,26.55,S,First,man,True,,Southampton,no,True,1,0,1,0,0
229,0,3,female,32.0,3,1,25.4667,S,Third,woman,False,,Southampton,no,False,5,0,0,0,1
349,0,3,male,42.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
609,1,1,female,40.0,0,0,153.4625,S,First,woman,False,C,Southampton,yes,True,1,0,0,0,0
142,1,3,female,24.0,1,0,15.85,S,Third,woman,False,,Southampton,yes,False,2,0,0,0,1
23,1,1,male,28.0,0,0,35.5,S,First,man,True,A,Southampton,yes,True,1,0,1,0,0
765,1,1,female,51.0,1,0,77.9583,S,First,woman,False,D,Southampton,yes,False,2,0,0,0,0
732,0,2,male,33.17312348668281,0,0,0.0,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
878,0,3,male,33.17312348668281,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
710,1,1,female,24.0,0,0,49.5042,C,First,woman,False,C,Cherbourg,yes,True,1,0,0,0,0
687,0,3,male,19.0,0,0,10.1708,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
610,0,3,female,39.0,1,5,31.275,S,Third,woman,False,,Southampton,no,False,7,0,0,0,1
216,1,3,female,27.0,0,0,7.925,S,Third,woman,False,,Southampton,yes,True,1,0,0,0,1
734,0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
635,1,2,female,28.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,1,0,0,1,0
511,0,3,male,33.17312348668281,0,0,8.05,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
72,0,2,male,21.0,0,0,73.5,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
856,1,1,female,45.0,1,1,164.8667,S,First,woman,False,,Southampton,yes,False,3,0,0,0,0
47,1,3,female,32.0,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,1,0,0,0,1
743,0,3,male,24.0,1,0,16.1,S,Third,man,True,,Southampton,no,False,2,0,1,0,1
83,0,1,male,28.0,0,0,47.1,S,First,man,True,,Southampton,no,True,1,0,1,0,0
436,0,3,female,21.0,2,2,34.375,S,Third,woman,False,,Southampton,no,False,5,0,0,0,1
854,0,2,female,44.0,1,0,26.0,S,Second,woman,False,,Southampton,no,False,2,0,0,1,0
549,1,2,male,8.0,1,1,36.75,S,Second,child,False,,Southampton,yes,False,3,1,1,1,0
863,0,3,female,32.0,8,2,69.55,S,Third,woman,False,,Southampton,no,False,11,0,0,0,1
793,0,1,male,33.17312348668281,0,0,30.6958,C,First,man,True,,Cherbourg,no,True,1,0,1,0,0
702,0,3,female,18.0,0,1,14.4542,C,Third,woman,False,,Cherbourg,no,False,2,0,0,0,1
580,1,2,female,25.0,1,1,30.0,S,Second,woman,False,,Southampton,yes,False,3,0,0,1,0
631,0,3,male,51.0,0,0,7.0542,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
335,0,3,male,33.17312348668281,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
859,0,3,male,33.17312348668281,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,1,0,1,0,1
308,0,2,male,30.0,1,0,24.0,C,Second,man,True,,Cherbourg,no,False,2,0,1,1,0
147,0,3,female,9.0,2,2,34.375,S,Third,child,False,,Southampton,no,False,5,1,0,0,1
178,0,2,male,30.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
696,0,3,male,44.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
312,0,2,female,26.0,1,1,26.0,S,Second,woman,False,,Southampton,no,False,3,0,0,1,0
103,0,3,male,33.0,0,0,8.6542,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
209,1,1,male,40.0,0,0,31.0,C,First,man,True,A,Cherbourg,yes,True,1,0,1,0,0
204,1,3,male,18.0,0,0,8.05,S,Third,man,True,,Southampton,yes,True,1,0,1,0,1
715,0,3,male,19.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,1,0,1,0,1
449,1,1,male,52.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,1,0,1,0,0
39,1,3,female,14.0,1,0,11.2417,C,Third,child,False,,Cherbourg,yes,False,2,1,0,0,1
334,1,1,female,32.0,1,0,133.65,S,First,woman,False,,Southampton,yes,False,2,0,0,0,0
880,1,2,female,25.0,0,1,26.0,S,Second,woman,False,,Southampton,yes,False,2,0,0,1,0
698,0,1,male,49.0,1,1,110.8833,C,First,man,True,C,Cherbourg,no,False,3,0,1,0,0
579,1,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,1,0,1,0,1
735,0,3,male,28.5,0,0,16.1,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
100,0,3,female,28.0,0,0,7.8958,S,Third,woman,False,,Southampton,no,True,1,0,0,0,1
371,0,3,male,18.0,1,0,6.4958,S,Third,man,True,,Southampton,no,False,2,0,1,0,1
298,1,1,male,33.17312348668281,0,0,30.5,S,First,man,True,C,Southampton,yes,True,1,0,1,0,0
445,1,1,male,4.0,0,2,81.8583,S,First,child,False,A,Southampton,yes,False,3,1,1,0,0
14,0,3,female,14.0,0,0,7.8542,S,Third,child,False,,Southampton,no,True,1,1,0,0,1
649,1,3,female,23.0,0,0,7.55,S,Third,woman,False,,Southampton,yes,True,1,0,0,0,1
325,1,1,female,36.0,0,0,135.6333,C,First,woman,False,C,Cherbourg,yes,True,1,0,0,0,0
522,0,3,male,33.17312348668281,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,1,0,1,0,1
347,1,3,female,32.0,1,0,16.1,S,Third,woman,False,,Southampton,yes,False,2,0,0,0,1
414,1,3,male,44.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,1,0,1,0,1
173,0,3,male,21.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
781,1,1,female,17.0,1,0,57.0,S,First,woman,False,B,Southampton,yes,False,2,0,0,0,0
460,1,1,male,48.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,1,0,1,0,0
785,0,3,male,25.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
673,1,2,male,31.0,0,0,13.0,S,Second,man,True,,Southampton,yes,True,1,0,1,1,0
802,1,1,male,11.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,4,1,1,0,0
588,0,3,male,22.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
850,0,3,male,4.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,7,1,1,0,1
827,1,2,male,1.0,0,2,37.0042,C,Second,child,False,,Cherbourg,yes,False,3,1,1,1,0
684,0,2,male,60.0,1,1,39.0,S,Second,man,True,,Southampton,no,False,3,0,1,1,0
20,0,2,male,35.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
712,1,1,male,48.0,1,0,52.0,S,First,man,True,C,Southampton,yes,False,2,0,1,0,0
360,0,3,male,40.0,1,4,27.9,S,Third,man,True,,Southampton,no,False,6,0,1,0,1
554,1,3,female,22.0,0,0,7.775,S,Third,woman,False,,Southampton,yes,True,1,0,0,0,1
680,0,3,female,32.0,0,0,8.1375,Q,Third,woman,False,,Queenstown,no,True,1,0,0,0,1
725,0,3,male,20.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
188,0,3,male,40.0,1,1,15.5,Q,Third,man,True,,Queenstown,no,False,3,0,1,0,1
226,1,2,male,19.0,0,0,10.5,S,Second,man,True,,Southampton,yes,True,1,0,1,1,0
394,1,3,female,24.0,0,2,16.7,S,Third,woman,False,G,Southampton,yes,False,3,0,0,0,1
471,0,3,male,38.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
291,1,1,female,19.0,1,0,91.0792,C,First,woman,False,B,Cherbourg,yes,False,2,0,0,0,0
179,0,3,male,36.0,0,0,0.0,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
524,0,3,male,33.17312348668281,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,1,0,1,0,1
350,0,3,male,23.0,0,0,9.225,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
421,0,3,male,21.0,0,0,7.7333,Q,Third,man,True,,Queenstown,no,True,1,0,1,0,1
49,0,3,female,18.0,1,0,17.8,S,Third,woman,False,,Southampton,no,False,2,0,0,0,1
461,0,3,male,34.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
344,0,2,male,36.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,1,0,1,1,0
337,1,1,female,41.0,0,0,134.5,C,First,woman,False,E,Cherbourg,yes,True,1,0,0,0,0
592,0,3,male,47.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
650,0,3,male,33.17312348668281,0,0,7.8958,S,Third,man,True,,Southampton,no,True,1,0,1,0,1
518,1,2,female,36.0,1,0,26.0,S,Second,woman,False,,Southampton,yes,False,2,0,0,1,0
718,0,3,male,33.17312348668281,0,0,15.5,Q,Third,man,True,,Queenstown,no,True,1,0,1,0,1
106,1,3,female,21.0,0,0,7.65,S,Third,woman,False,,Southampton,yes,True,1,0,0,0,1
357,0,2,female,38.0,0,0,13.0,S,Second,woman,False,,Southampton,no,True,1,0,0,1,0
737,1,1,male,35.0,0,0,512.3292,C,First,man,True,B,Cherbourg,yes,True,1,0,1,0,0
